01,date_process,id_client,id_business,id_process
02,transactional,code,description,initial_balance,debits,credits,final_balance
04,N,415530,Consultoría en equipo y programas de informática,0.0,2.1691946504E8,2.10181039896E9,-1.88489093392E9
04,S,41553001,Ventas gravadas a tarifa general,0.0,1.8765881826E8,7.1304988562E8,-5.2539106736E8
04,S,41553002,Ventas excluidas,0.0,2.926064678E7,1.36073394334E9,-1.33147329656E9
04,S,41553005,Ingresos provisionados,0.0,0.0,2.802657E7,-2.802657E7
04,N,4175,Devolución en ventas,0.0,6.2712287034E8,1.850740552E8,4.4204881514E8
04,N,417501,Devolución en venta,0.0,6.2712287034E8,1.850740552E8,4.4204881514E8
04,S,41750101,Devolución en servicios gravados,0.0,2.7320436014E8,1.850740552E8,8.813030494E7
04,S,41750102,Devolución en servicios excluidos,0.0,3.539185102E8,0.0,3.539185102E8
04,N,42,Otros ingresos de actividades ordinarias,0.0,0.0,3.831436427E7,-3.831436427E7
04,N,4210,Financieros,0.0,0.0,3.691429427E7,-3.691429427E7
04,N,421040,Descuentos comerciales condicionados,0.0,0.0,10150.0,-10150.0
04,S,42104001,Descuentos comerciales condicionados,0.0,0.0,10150.0,-10150.0
04,N,421045,Otros,0.0,0.0,3.690414427E7,-3.690414427E7
04,S,42104501,Otros,0.0,0.0,3.690414427E7,-3.690414427E7
04,N,4250,Recuperaciones,0.0,0.0,1400070.0,-1400070.0
04,N,425001,Recuperaciones,0.0,0.0,1400070.0,-1400070.0
04,S,42500101,Recuperaciones,0.0,0.0,1400070.0,-1400070.0
04,N,51,Administrativos,0.0,2.559582178E8,0.0,2.559582178E8
04,N,5105,Gastos de personal,0.0,1.0258213E8,0.0,1.0258213E8
04,N,510503,Salario integral,0.0,3.1125038E7,0.0,3.1125038E7
04,S,51050301,Salario integral,0.0,3.1125038E7,0.0,3.1125038E7
04,N,510506,Sueldos,0.0,3.46336E7,0.0,3.46336E7
04,S,51050601,Sueldos,0.0,3.46336E7,0.0,3.46336E7
04,N,510527,Auxilio de transporte,0.0,196848.0,0.0,196848.0
04,S,51052701,Auxilio de transporte,0.0,196848.0,0.0,196848.0
04,N,510529,Auxilio de teletrabajo,0.0,568250.0,0.0,568250.0
04,S,51052901,Auxilio de teletrabajo,0.0,568250.0,0.0,568250.0
04,N,510530,Cesantías,0.0,3136057.0,0.0,3136057.0
04,S,51053001,Cesantías,0.0,3136057.0,0.0,3136057.0
04,N,510533,Intereses sobre cesantías,0.0,31360.0,0.0,31360.0
04,S,51053301,Intereses sobre cesantías,0.0,31360.0,0.0,31360.0
04,N,510536,Prima de servicios,0.0,3095881.0,0.0,3095881.0
04,S,51053601,Prima de servicios,0.0,3095881.0,0.0,3095881.0
04,N,510539,Vacaciones,0.0,1.254209E7,0.0,1.254209E7
04,S,51053901,Vacaciones,0.0,1.254209E7,0.0,1.254209E7
04,N,510548,Bonificaciones,0.0,500000.0,0.0,500000.0
04,S,51054801,Bonificaciones,0.0,500000.0,0.0,500000.0
04,N,510568,Aportes a administradora de riesgos laborales,0.0,288600.0,0.0,288600.0
04,S,51056801,Aportes a administradora de riesgos laborales,0.0,288600.0,0.0,288600.0
04,N,510569,Aportes a entidades promotoras de salud eps,0.0,2556600.0,0.0,2556600.0
04,S,51056901,Aportes a entidades promotoras de salud eps,0.0,2556600.0,0.0,2556600.0
04,N,510570,Aporte a fondos de pensión y/o cesantías,0.0,7949600.0,0.0,7949600.0
04,S,51057001,Aporte a fondos de pensión y/o cesantías,0.0,7949600.0,0.0,7949600.0
04,N,510572,Aportes cajas de compensación familiar,0.0,2674600.0,0.0,2674600.0
04,S,51057201,Aportes cajas de compensación familiar,0.0,2674600.0,0.0,2674600.0
04,N,510575,Aportes icbf,0.0,897800.0,0.0,897800.0
04,S,51057501,Aportes icbf,0.0,897800.0,0.0,897800.0
04,N,510578,Aportes Sena,0.0,598700.0,0.0,598700.0
04,S,51057801,Aportes Sena,0.0,598700.0,0.0,598700.0
04,N,510595,Otros,0.0,1787106.0,0.0,1787106.0
04,S,51059530,Medicina prepagada,0.0,914814.0,0.0,914814.0
04,S,51059531,Servicio Emi,0.0,112500.0,0.0,112500.0
04,S,51059532,Estimulo al ahorro,0.0,759792.0,0.0,759792.0
04,N,5110,Honorarios,0.0,1.3216133E7,0.0,1.3216133E7
04,N,511010,Revisoría fiscal,0.0,5083333.0,0.0,5083333.0
04,S,51101005,Honorarios - Revisoría fiscal,0.0,5083333.0,0.0,5083333.0
04,N,511030,Asesoría Financiera,0.0,2500000.0,0.0,2500000.0
04,S,51103001,Asesoría Financiera,0.0,2500000.0,0.0,2500000.0
04,N,511040,Asesoría Talento Humano,0.0,5632800.0,0.0,5632800.0
04,S,51104001,Asesoría Talento Humano,0.0,5632800.0,0.0,5632800.0
04,N,5115,Impuestos,0.0,1.8837236E7,0.0,1.8837236E7
04,N,511505,Industria y comercio,0.0,1.4037236E7,0.0,1.4037236E7
04,S,51150502,Provisión de industria y comercio,0.0,1.4037236E7,0.0,1.4037236E7
04,N,511570,Iva Descontable,0.0,4800000.0,0.0,4800000.0
04,S,51157002,Provision de Iva descontable,0.0,4800000.0,0.0,4800000.0
04,N,5120,Arrendamientos,0.0,7670268.0,0.0,7670268.0
04,N,512010,Construcciones y edificaciones,0.0,6408935.0,0.0,6408935.0
04,S,51201001,Arrendamientos - Construcciones y edificaciones,0.0,6408935.0,0.0,6408935.0
04,N,512025,Equipo de computación,0.0,1261333.0,0.0,1261333.0
04,S,51202501,Arrendamiento - Equipo de computación y comunicación,0.0,1261333.0,0.0,1261333.0
04,N,5135,Servicios,0.0,2.22627652E7,0.0,2.22627652E7
04,N,513505,Aseo y vigilancia,0.0,273000.0,0.0,273000.0
04,S,51350501,Servicios - Aseo y vigilancia,0.0,273000.0,0.0,273000.0
04,N,513515,Asistencia Tecnica,0.0,8515480.0,0.0,8515480.0
04,S,51351501,Asistencia Tecnica,0.0,8515480.0,0.0,8515480.0
04,N,513520,Procesamiento electrónico de datos,0.0,133000.0,0.0,133000.0
04,S,51352001,Servicios - Procesamiento electrónico de datos,0.0,133000.0,0.0,133000.0
04,N,513535,Teléfono,0.0,239074.0,0.0,239074.0
04,S,51353501,Servicios públicos - Teléfono,0.0,239074.0,0.0,239074.0
04,N,513550,Transporte fletes y acarreos,0.0,116000.0,0.0,116000.0
04,S,51355001,Transporte fletes y acarreos,0.0,116000.0,0.0,116000.0
04,N,513560,Herramientas de Apoyo Administrativo,0.0,1.29862112E7,0.0,1.29862112E7
04,S,51356001,Herramientas de Apoyo Administrativo,0.0,1.29862112E7,0.0,1.29862112E7
04,N,5140,Gastos legales,0.0,21600.0,0.0,21600.0
04,N,514020,Certificados,0.0,21600.0,0.0,21600.0
04,S,51402005,Certificados de Existencia,0.0,21600.0,0.0,21600.0
04,N,5145,Mantenimiento y reparaciones,0.0,575546.0,0.0,575546.0
04,N,514520,Equipo de oficina,0.0,575546.0,0.0,575546.0
04,S,51452001,Equipo de oficina,0.0,575546.0,0.0,575546.0
04,N,5155,Gastos de viaje,0.0,450000.0,0.0,450000.0
04,N,515505,Alojamiento y manutención,0.0,450000.0,0.0,450000.0
04,S,51550501,Gastos de viaje - Alojamiento y manutención,0.0,450000.0,0.0,450000.0
04,N,5160,Depreciaciones,0.0,1636952.0,0.0,1636952.0
04,N,516010,Maquinaria y Equipo,0.0,28033.0,0.0,28033.0
04,S,51601001,Maquinaria y Equipo,0.0,28033.0,0.0,28033.0
04,N,516015,Equipo de oficina,0.0,253780.0,0.0,253780.0
04,S,51601501,Equipo de oficina,0.0,253780.0,0.0,253780.0
04,N,516020,Equipo de computación y comunicación,0.0,1355139.0,0.0,1355139.0
04,S,51602001,Equipo de computación y comunicación,0.0,1355139.0,0.0,1355139.0
04,N,5165,Amortizaciones,0.0,8.6288707E7,0.0,8.6288707E7
04,N,516505,Software,0.0,8.616579E7,0.0,8.616579E7
04,S,51650501,Software,0.0,8.616579E7,0.0,8.616579E7
04,N,516510,Software Adquirido,0.0,122917.0,0.0,122917.0
04,S,51651001,Software Adquirido,0.0,122917.0,0.0,122917.0
04,N,5195,Diversos,0.0,2416880.6,0.0,2416880.6
04,N,519525,Elementos de aseo y cafetería,0.0,25000.0,0.0,25000.0
04,S,51952501,Elementos de aseo y cafetería,0.0,25000.0,0.0,25000.0
04,N,519530,Útiles papelería y fotocopias,0.0,1001989.6,0.0,1001989.6
04,S,51953001,Útiles papelería y fotocopias,0.0,1001989.6,0.0,1001989.6
04,N,519545,Taxis uber y buses,0.0,196700.0,0.0,196700.0
04,S,51954501,Taxis uber y buses,0.0,196700.0,0.0,196700.0
04,N,519560,Casino y restaurante,0.0,693191.0,0.0,693191.0
04,S,51956001,Casino y restaurante,0.0,693191.0,0.0,693191.0
04,N,519570,Atenciones a empleados,0.0,500000.0,0.0,500000.0
04,S,51957001,Atenciones a empleados,0.0,500000.0,0.0,500000.0
04,N,52,Ventas,0.0,2.676786884E7,0.0,2.676786884E7
04,N,5205,Gastos de personal,0.0,1.8942145E7,0.0,1.8942145E7
04,N,520506,Sueldos,0.0,1.3437333E7,0.0,1.3437333E7
04,S,52050601,Sueldos,0.0,1.3437333E7,0.0,1.3437333E7
04,N,520529,Auxilio de teletrabajo,0.0,167800.0,0.0,167800.0
04,S,52052901,Auxilio de teletrabajo,0.0,167800.0,0.0,167800.0
04,N,520530,Cesantías,0.0,1133761.0,0.0,1133761.0
04,S,52053001,Cesantías,0.0,1133761.0,0.0,1133761.0
04,N,520533,Intereses sobre cesantías,0.0,10743.0,0.0,10743.0
04,S,52053301,Intereses sobre cesantías,0.0,10743.0,0.0,10743.0
04,N,520536,Prima de servicios,0.0,1133761.0,0.0,1133761.0
04,S,52053601,Prima de servicios,0.0,1133761.0,0.0,1133761.0
04,N,520539,Vacaciones,0.0,741533.0,0.0,741533.0
04,S,52053901,Vacaciones,0.0,741533.0,0.0,741533.0
04,N,520568,Aportes a administradora de riesgos laborales,0.0,70300.0,0.0,70300.0
04,S,52056801,Aportes a administradora de riesgos laborales,0.0,70300.0,0.0,70300.0
04,N,520569,Aportes a entidades promotoras de salud eps,0.0,100.0,0.0,100.0
04,S,52056901,Aportes a entidades promotoras de salud eps,0.0,100.0,0.0,100.0
04,N,520570,Aporte a fondos de pensión y/o cesantías,0.0,1612600.0,0.0,1612600.0
04,S,52057001,Aporte a fondos de pensión y/o cesantías,0.0,1612600.0,0.0,1612600.0
04,N,520572,Aportes cajas de compensación familiar,0.0,544100.0,0.0,544100.0
04,S,52057201,Aportes cajas de compensación familiar,0.0,544100.0,0.0,544100.0
04,N,520595,Otros,0.0,90114.0,0.0,90114.0
04,S,52059531,Servicio EMI,0.0,37500.0,0.0,37500.0
04,S,52059532,Estimulo al ahorro,0.0,52614.0,0.0,52614.0
04,N,5225,Contribuciones y Afiliaciones,0.0,695038.08,0.0,695038.08
04,N,522510,Afiliaciones y Sostenimiento,0.0,695038.08,0.0,695038.08
04,S,52251001,Herramientas de Mercadeo y Porducto,0.0,695038.08,0.0,695038.08
04,N,5245,Mantenimiento y Reparación,0.0,289171.8,0.0,289171.8
04,N,524525,Equipo de Computo y C,0.0,289171.8,0.0,289171.8
04,S,52452501,Equipo de Computo y C,0.0,289171.8,0.0,289171.8
04,N,5255,Gastos de viaje,0.0,4416952.96,0.0,4416952.96
04,N,525505,Alojamiento y Manutención,0.0,649600.0,0.0,649600.0
04,S,52550501,Alojamiento y Manutención,0.0,649600.0,0.0,649600.0
04,N,525515,Pasajes aéreos comercial,0.0,3767352.96,0.0,3767352.96
04,S,52551501,Pasajes aéreos,0.0,3767352.96,0.0,3767352.96
04,N,5295,Diversos,0.0,2424561.0,0.0,2424561.0
04,N,529530,Útiles  Papeles y Fotocopias,0.0,789000.0,0.0,789000.0
04,S,52953001,Útiles  Papeles y Fotocopias,0.0,789000.0,0.0,789000.0
04,N,529545,Taxis y buses,0.0,1273750.0,0.0,1273750.0
04,S,52954501,Taxis y buses,0.0,1273750.0,0.0,1273750.0
04,N,529560,Casino y Restaurante,0.0,361811.0,0.0,361811.0
04,S,52956001,Casino y Restaurante,0.0,361811.0,0.0,361811.0
04,N,53,Otros gastos de actividades ordinarias,0.0,6.268444263E7,683.28,6.268375935E7
04,N,5305,Financieros,0.0,4.979557926E7,0.0,4.979557926E7
04,N,530505,Gastos bancarios,0.0,1.123662772E7,0.0,1.123662772E7
04,S,53050501,Gmf,0.0,5935325.77,0.0,5935325.77
04,S,53050502,Comisión de Manejo,0.0,474595.0,0.0,474595.0
04,S,53050503,Iva Sobre Comisión de Manejo,0.0,65664.95,0.0,65664.95
04,S,53050506,FNG,0.0,4761042.0,0.0,4761042.0
04,N,530520,Intereses,0.0,3.780061821E7,0.0,3.780061821E7
04,S,53052001,Intereses corrientes,0.0,3.780061821E7,0.0,3.780061821E7
04,N,530595,Otros,0.0,758333.33,0.0,758333.33
04,S,53059501,Otros,0.0,758333.33,0.0,758333.33
04,N,5395,Gastos diversos,0.0,1.288886337E7,683.28,1.288818009E7
04,N,539595,Otros,0.0,1.288886337E7,683.28,1.288818009E7
04,S,53959505,Interés Mora No Deducible,0.0,1.288886337E7,0.0,1.288886337E7
04,S,53959515,Ajuste al Peso,0.0,0.0,683.28,-683.28
04,N,61,Costo de ventas y de prestación de servicios,0.0,1.35413913377E9,2.54660751E8,1.09947838277E9
04,N,6135,Comercio al por mayor y al por menor,0.0,1.35413913377E9,2.54660751E8,1.09947838277E9
04,N,613554,Costo de Venta Programas,0.0,1.35413913377E9,2.54660751E8,1.09947838277E9
04,S,61355402,Servicios Profesionales,0.0,2.191875E8,0.0,2.191875E8
04,S,61355403,Polizas,0.0,2621295.61,0.0,2621295.61
04,S,61355404,Honorarios,0.0,5856333.0,0.0,5856333.0
04,S,61355405,Internet,0.0,1136322.34,0.0,1136322.34
04,S,61355406,Arrendamiento equipo de cómputo,0.0,8335733.0,0.0,8335733.0
04,S,61355407,Casino y Restaurante,0.0,47563.0,0.0,47563.0
04,S,61355409,Servicios de computación en la nube,0.0,1.101604127E9,0.0,1.101604127E9
04,S,61355411,Herramientas,0.0,106828.0,0.0,106828.0
04,S,61355412,Otros,0.0,1.524343182E7,0.0,1.524343182E7
04,S,61355499,Inversión,0.0,0.0,2.54660751E8,-2.54660751E8
04,N,72,Mano de obra directa,0.0,3.5816168035E8,8.8031778E7,2.7012990235E8
04,N,7205,Costo de Personal,0.0,3.5816168035E8,0.0,3.5816168035E8
04,N,720503,Salario integral,0.0,6.2977792E7,0.0,6.2977792E7
04,S,72050301,Salario integral,0.0,6.2977792E7,0.0,6.2977792E7
04,N,720506,Sueldos,0.0,1.73008959E8,0.0,1.73008959E8
04,S,72050601,Sueldos,0.0,1.73008959E8,0.0,1.73008959E8
04,N,720515,Horas extras y recargos,0.0,347430.0,0.0,347430.0
04,S,72051501,Horas extras y recargos,0.0,347430.0,0.0,347430.0
04,N,720524,Incapacidades,0.0,213333.0,0.0,213333.0
04,S,72052401,Incapacidades,0.0,213333.0,0.0,213333.0
04,N,720527,Auxilio de transporte,0.0,1265454.0,0.0,1265454.0
04,S,72052701,Auxilio de transporte,0.0,1265454.0,0.0,1265454.0
04,N,720529,Auxilio de Teletrabajo,0.0,2110896.0,0.0,2110896.0
04,S,72052901,Auxilio de teletrabajo,0.0,2110896.0,0.0,2110896.0
04,N,720530,Cesantías,0.0,1.4884196E7,0.0,1.4884196E7
04,S,72053001,Cesantías,0.0,1.4884196E7,0.0,1.4884196E7
04,N,720533,Intereses sobre cesantías,0.0,148073.0,0.0,148073.0
04,S,72053301,Intereses sobre cesantías,0.0,148073.0,0.0,148073.0
04,N,720536,Prima de servicios,0.0,1.4835017E7,0.0,1.4835017E7
04,S,72053601,Prima de servicios,0.0,1.4835017E7,0.0,1.4835017E7
04,N,720539,Vacaciones,0.0,2.833103E7,0.0,2.833103E7
04,S,72053901,Vacaciones,0.0,2.833103E7,0.0,2.833103E7
04,N,720548,Bonificaciones,0.0,4164000.0,0.0,4164000.0
04,S,72054801,Bonificaciones,0.0,4164000.0,0.0,4164000.0
04,N,720563,Capacitación al personal,0.0,2109495.35,0.0,2109495.35
04,S,72056301,Capacitación al personal,0.0,2109495.35,0.0,2109495.35
04,N,720568,Aportes a administradora de riesgos laborales,0.0,1130500.0,0.0,1130500.0
04,S,72056801,Aportes a administradora de riesgos laborales,0.0,1130500.0,0.0,1130500.0
04,N,720569,Aportes a entidades promotoras de salud eps,0.0,7170800.0,0.0,7170800.0
04,S,72056901,Aportes a entidades promotoras de salud eps,0.0,7170800.0,0.0,7170800.0
04,N,720570,Aporte a fondos de pensión y/o cesantías,0.0,2.7185E7,0.0,2.7185E7
04,S,72057001,Aporte a fondos de pensión y/o cesantías,0.0,2.7185E7,0.0,2.7185E7
04,N,720572,Aportes cajas de compensación familiar,0.0,9036000.0,0.0,9036000.0
04,S,72057201,Aportes cajas de compensación familiar,0.0,9036000.0,0.0,9036000.0
04,N,720575,Aportes icbf,0.0,2425500.0,0.0,2425500.0
04,S,72057501,Aportes icbf,0.0,2425500.0,0.0,2425500.0
04,N,720578,Aportes Sena,0.0,1617100.0,0.0,1617100.0
04,S,72057801,Aportes Sena,0.0,1617100.0,0.0,1617100.0
04,N,720584,Costos médicos y drogas,0.0,461200.0,0.0,461200.0
04,S,72058401,Costos médicos y drogas,0.0,461200.0,0.0,461200.0
04,N,720595,Otros,0.0,4739905.0,0.0,4739905.0
04,S,72059525,Medicina prepagada,0.0,2725741.0,0.0,2725741.0
04,S,72059531,Servicio EMI,0.0,300000.0,0.0,300000.0
04,S,72059532,Estimulo al ahorro,0.0,1714164.0,0.0,1714164.0
04,N,7299,Inversión 2022,0.0,0.0,8.8031778E7,-8.8031778E7
04,N,729901,Inversión 2022,0.0,0.0,8.8031778E7,-8.8031778E7
04,S,72990101,Inversión 2022,0.0,0.0,8.8031778E7,-8.8031778E7
03,2023-02-01 00:00:00.0,1,83e977aa-edbe-47a2-8a2f-e176852fd0f2,99a9ec3e-6e49-41b7-b78b-b6671024ebad
04,N,11,Efectivo y equivalentes de efectivo,8.98037424603E9,1.59204402687E9,6.32054573771E9,4.25187253519E9
04,N,1110,Bancos,1.28093211131E9,8.5732761954E8,1.45142453065E9,6.868352002E8
04,N,111005,Moneda nacional,1.27588164849E9,8.5732761954E8,1.45142453065E9,6.8178473738E8
04,S,11100501,Cuenta Corriente Colpatria,1.4580400781E8,2.3034346654E8,3.1733332274E8,5.881415161E7
04,S,11100502,Cuenta Corriente BBVA,1.11390397988E9,6.26984153E8,1.13409120791E9,6.0679692497E8
04,S,11100503,Banco Itau,91422.6,0.0,0.0,91422.6
04,S,11100504,Fic Global Securities,1.58853506E7,0.0,0.0,1.58853506E7
04,S,11100505,Cuenta OYD 200648,196887.6,0.0,0.0,196887.6
04,N,111015,Efectivo Restringido,5050462.82,0.0,0.0,5050462.82
04,S,11101501,BBVA Union Temporal Nuvu S3,5020462.82,0.0,0.0,5020462.82
04,S,11101502,Bancolombia Union Temporal Acttiva,30000.0,0.0,0.0,30000.0
04,N,1120,Cuentas de ahorro,7.69944213472E9,7.3471640733E8,4.86912120706E9,3.56503733499E9
04,N,112005,Bancos,7.69944213472E9,7.3471640733E8,4.86912120706E9,3.56503733499E9
04,S,11200502,Colpatria Cuenta de ahorros,3.817804642E9,3.353946699E7,7.0042479794E8,3.15091931105E9
04,S,11200503,Bancolombia 96300000666 Cta Aho,2.828238052E7,0.0,93319.64,2.818906088E7
04,S,11200504,Bancolombia Panamá,3.8533551122E9,7.0117694034E8,4.16860308948E9,3.8592896306E8
04,N,12,Inversiones en asociadas,2.781034283E9,4.168476E9,0.0,6.949510283E9
04,N,1205,Acciones,2.771034283E9,0.0,0.0,2.771034283E9
04,N,120550,Actividad financiera,4.29E7,0.0,0.0,4.29E7
04,S,12055001,KOIA S.A.S.,4.29E7,0.0,0.0,4.29E7
04,N,120555,Actividades Inmobiliarias,2.86E8,0.0,0.0,2.86E8
04,S,12055501,Actividades Inmobiliarias,2.86E8,0.0,0.0,2.86E8
04,N,120575,Sector Tecnologías,2.627144708E9,0.0,0.0,2.627144708E9
04,S,12057505,Inversiones Kappi SAS,1.698144708E9,0.0,0.0,1.698144708E9
04,S,12057510,Patrimonio autónomo cámaras 2030,9.29E8,0.0,0.0,9.29E8
04,N,120595,Método de participación,-1.85010425E8,0.0,0.0,-1.85010425E8
04,S,12059505,Método de participación,-1.85010425E8,0.0,0.0,-1.85010425E8
04,N,1210,Cuotas O Partes De Interés Social,1.0E7,0.0,0.0,1.0E7
04,S,121030,En Sociedades,1.0E7,0.0,0.0,1.0E7
04,N,1225,Certificados,0.0,4.168476E9,0.0,4.168476E9
04,N,122505,Certificados de depósito a término (CDT),0.0,4.168476E9,0.0,4.168476E9
04,S,12250501,CDT N° 80130018035 PANAMÁ,0.0,1.15791E9,0.0,1.15791E9
04,S,12250502,CDT N° 80130018036 PANAMÁ,0.0,1.15791E9,0.0,1.15791E9
04,S,12250503,CDT N° 80130018037 PANAMÁ,0.0,1.852656E9,0.0,1.852656E9
04,N,13,Deudores comerciales y otras cuentas por cobrar,2.86011159438E9,2.08497316862E9,1.40622083183E9,3.53886393117E9
04,N,1305,Clientes nacionales,7.51453756E8,1.95365076393E9,1.38668565972E9,1.31841886021E9
04,N,130505,Clientes nacionales,7.51453756E8,1.95365076393E9,1.38668565972E9,1.31841886021E9
04,S,13050501,Clientes nacionales,7.67463562E8,1.95365076393E9,1.38668565972E9,1.33442866621E9
04,S,13050598,Costo Amortizado,-1.6009806E7,0.0,0.0,-1.6009806E7
04,N,1330,Anticipos y avances,1.089424456E7,4220855.01,0.0,1.511509957E7
04,N,133005,A proveedores,1.040077576E7,2260855.01,0.0,1.266163077E7
04,S,13300501,A proveedores,1.040077576E7,2260855.01,0.0,1.266163077E7
04,N,133015,A trabajadores,493468.8,1960000.0,0.0,2453468.8
04,S,13301501,Anticipos A Trabajadores,493468.8,1960000.0,0.0,2453468.8
04,N,1355,Anticipo de impuestos y contribuciones o,1.74704586802E9,1.0868784847E8,1.953517211E7,1.83619854438E9
04,N,135515,Anticipo Retención en la fuente,1.56282086802E9,8.007918128E7,1.641040075E7,1.62648964855E9
04,S,13551501,Anticipo Retención en la fuente 3 5%,-4.1979232775E8,6.215555791E7,0.0,-3.5763676984E8
04,S,13551502,Devolución Retención en la fuente 3 5%,-4411984.83,0.0,1.263701367E7,-1.70489985E7
04,S,13551503,Anticipo Retención en la fuente 4%,4.468231619E7,0.0,0.0,4.468231619E7
04,S,13551504,Devolución Retención en la fuente 4%,-360000.0,0.0,0.0,-360000.0
04,S,13551509,Anticipo Retención en la fuente 11%,8.0236681543E8,0.0,0.0,8.0236681543E8
04,S,13551510,Devolución en ventas Retefuente 11%,-4.420395159E7,0.0,0.0,-4.420395159E7
04,S,13551511,Anticipo Retención en la fuente 7%,1906163.12,2525236.29,0.0,4431399.41
04,S,13551513,Anticipo Retención en la fuente 3 5%,9.6403963285E8,0.0,0.0,9.6403963285E8
04,S,13551514,Devolución Retención en la fuente 3 5%,-1.56470754E7,0.0,0.0,-1.56470754E7
04,S,13551520,Retencion En La Fuente Ingresos facturados no pres,4.8149571E7,0.0,0.0,4.8149571E7
04,S,13551521,Retención en la fuente 2.5%,60709.0,0.0,0.0,60709.0
04,N,13551595,Otras,1.86031E8,1.539838708E7,3773387.08,1.97656E8
04,S,1355159545,Autorretención Renta,1.86031E8,1.539838708E7,3773387.08,1.97656E8
04,N,135517,Impuesto a las ventas retenido,0.0,1.246193173E7,0.0,1.246193173E7
04,S,13551701,Impuesto a las ventas retenido 15%,0.0,1.246193173E7,0.0,1.246193173E7
04,N,135518,Impuesto de industria y comercio retenido,0.0,1.614673546E7,3124771.36,1.30219641E7
04,S,13551805,Rete Ica 9 66,0.0,1.574622033E7,0.0,1.574622033E7
04,S,13551806,Devolución Rete Ica 9 66,0.0,0.0,3124771.36,-3124771.36
04,S,13551837,Rete Ica 3.7,0.0,400515.13,0.0,400515.13
04,N,135520,Sobrantes en liquidación privada de impuestos,7.191E7,0.0,0.0,7.191E7
04,S,13552001,Saldo A Favor Renta Anual,3.3183E7,0.0,0.0,3.3183E7
04,S,13552002,Saldo A Favor Retencion En la fuente,3.8727E7,0.0,0.0,3.8727E7
04,N,135540,Descuentos Tributarios,1.12315E8,0.0,0.0,1.12315E8
04,S,13554001,Descuento De Ica,1.12315E8,0.0,0.0,1.12315E8
04,N,1360,Reclamaciones,8548083.0,646250.0,0.0,9194333.0
04,N,136005,A Compañias Aseguradoras,8548083.0,646250.0,0.0,9194333.0
04,S,13600501,A Compañias Aseguradoras,8548083.0,646250.0,0.0,9194333.0
04,N,1380,Deudores varios,3.421696428E8,1.776745121E7,0.0,3.5993709401E8
04,N,138020,Cuentas por cobrar a terceros,3.421696428E8,1.776745121E7,0.0,3.5993709401E8
04,S,13802001,Cuentas por cobrar a terceros,2.858994468E8,1.776745121E7,0.0,3.0366689801E8
04,S,13802005,Cuentas por Cobrar UTNuvuS3,5.6270196E7,0.0,0.0,5.6270196E7
04,N,15,Propiedad planta y equipo,2.496243052E7,0.0,1636952.0,2.332547852E7
04,N,1520,Maquinaria Y Equipo,3364000.0,0.0,0.0,3364000.0
04,N,152005,Maquinaria y Equipo,3364000.0,0.0,0.0,3364000.0
04,S,15200501,Maquinaria y Equipo,3364000.0,0.0,0.0,3364000.0
04,N,1524,Equipo de oficina,3.0453702E7,0.0,0.0,3.0453702E7
04,N,152405,Muebles y enseres,3.0453702E7,0.0,0.0,3.0453702E7
04,S,15240501,Muebles y enseres,3.0453702E7,0.0,0.0,3.0453702E7
04,N,1525,Adecuaciones y Cableado,1.6183190591E8,0.0,0.0,1.6183190591E8
04,N,152505,Adecuaciones y Cableado,1.6183190591E8,0.0,0.0,1.6183190591E8
04,S,15250501,Adecuaciones y Cableado,1.6183190591E8,0.0,0.0,1.6183190591E8
04,N,1528,Equipo de computación y comunicación,1.06449895E8,0.0,0.0,1.06449895E8
04,N,152805,Equipos de procesamiento de datos,1.06449895E8,0.0,0.0,1.06449895E8
04,S,15280501,Equipos de procesamiento de datos,1.06449895E8,0.0,0.0,1.06449895E8
04,N,1592,Depreciación acumulada,-2.7713707239E8,0.0,1636952.0,-2.7877402439E8
04,N,159210,Maquinaria y Equipo,-3103767.32,0.0,28033.0,-3131800.32
04,S,15921001,Maquinaria y Equipo,-3103767.32,0.0,28033.0,-3131800.32
04,N,159215,Equipo de oficina,-2.639432784E7,0.0,253780.0,-2.664810784E7
04,S,15921501,Equipo de oficina,-2.639432784E7,0.0,253780.0,-2.664810784E7
04,N,159220,Equipo de computación y comunicación,-8.580707229E7,0.0,1355139.0,-8.716221129E7
04,S,15922001,Equipo de computación y comunicación,-8.580707229E7,0.0,1355139.0,-8.716221129E7
04,N,159295,Adecuaciones y Cableado,-1.6183190494E8,0.0,0.0,-1.6183190494E8
04,S,15929501,Adecuaciones y Cableado,-1.6183190494E8,0.0,0.0,-1.6183190494E8
04,N,16,Intangibles,1.102410078133E10,3.42692529E8,8.6288707E7,1.128050460333E10
04,N,1605,Intangibles Ut,5.55E7,0.0,0.0,5.55E7
04,N,160510,Intangibles Ut,5.55E7,0.0,0.0,5.55E7
04,S,16051030,Plataforma En Desarrollo,5.55E7,0.0,0.0,5.55E7
04,N,1610,Intangibles Hightech,1.3211255749E10,3.42692529E8,0.0,1.3553948278E10
04,N,161010,Software,1.045137408E10,0.0,0.0,1.045137408E10
04,S,16101005,Mis Pesos,3.912085287E9,0.0,0.0,3.912085287E9
04,S,16101006,Smartcash,1.490682607E9,0.0,0.0,1.490682607E9
04,S,16101007,Quipucloud,1.404753595E9,0.0,0.0,1.404753595E9
04,S,16101008,Houndoc Core,1.303122448E9,0.0,0.0,1.303122448E9
